又来投杭州的面试了......,"应届生勇闯杭州｜一周面4家
bg：一本本科，新媒体实习过，
目前打算入职电商公司或者直播行业，再找不到工作就回家考研了，真的太卷了扛不住了。
之前总听说杭州机会多、应届生友好，跑下来才懂，很多公司都卡学历211这种，而且很看经验。而且大部分岗位都是大小周、单休，双休真的极少。。。
最近的面试体验：
1、杭州两之鱼传媒：
中小电商公司，面试简单聊过往经历，看基础运营和数据能力。HR直接说单双休轮换，底薪很低，收入全靠提成，直播期要随时加班，弹性很大，能接受熬夜加班、愿意拼业绩的可以试试。
2、杭州三咕猫庐:
本地小MCN，招新人主播。直白讲了每天直播时长很久，早晚倒班，单休，前期底薪极低，全靠带货提成，社恐、熬不了夜、怕镜头的直接pass。
3、杭州青箬笠网络科技:
面下来感觉最正常的一家，说不上多好，只是正常的公司太少了，办公环境挺好的，公司楼下有湖对面是一个超大的公园，明确双休，五险一金，上午一面，下午安排了二面，二面的领导挺严肃的，不知道会不会过。
4、卡匠文化:
薪资6k‑7k，纯执行岗，做场控、递品、配合主播。不用自己上镜，但要跟着直播排班倒班，大小周，高峰期加班多，我不太考虑了。
整体感受
杭州电商行业，小公司运营底薪低、靠提成，双休极少。应届生找工作别盲目冲杭州，比起高薪，稳定作息、能提升能力才更重要，感觉工作没有完美的，主要就是看综合……直播行业我是不考虑了哈哈哈.我的找工作日记 #工作选择 #面试日常 #找工作避雷 #找工作 #杭州双休工作 #杭州滨江找工作 ",九浔,287,106,76,
左看右看都是萌,"异色兔我宣你
我原谅你的雷霆炫彩了....
但还是要说雷霆紫色拜拜....
	
（也不是很能原谅[泪崩R]
#洛克王国
#异色 #治愈兔
#洛克王国世界
#洛克王国穿搭 ",肆鱼,5,0,2,
美军死战不退！,"抱一丝之前是本可结论下早了
rei子老矣，但是老当益壮！
	
#同人女 ",Virias,3874,149,345,
朋友整理的租房攻略（自留备用）,"需求：朝南最好，安静，安全+不要急着交定金➕
找房：可以问保安是否有出租屋；
价格低于周边20%的基本都是假的房子；
独居注意安全；
实地看房很重要➕
如何看房：小区周边配套，安保，安全，远离噪音源，打开手机拍摄，拍墙看看是不是隔断房，采光，联网看看卡不卡，隔音要在晚上看看，早晚看一次房，
必备的家具➕签合同：押一付三，水电燃气（民水民电还是商用水电），物业费，房产证，身份证
	
笑死了，发出去没多久就开始消息轰炸
看来大家都到了毕业租房的时间段了#租房避坑指南 #买房建议 #租房攻略 #复盘 #租房避雷 #希望对大家有帮助 #租房合同 #买房避坑 #大学生租房 #年轻人租房 ",Wendy：）,1945,2156,23,
自用采矿+采花路线,"绿色圈圈为起点
太爱传送了所以拆得跟碎
有几个地方奇丽花实在爬不上去了还是得飞飞
进水奇丽花会掉所以删掉了两个有水的花点但是影响不大反正也没多少花
有的花标记用来引路的花不是很多
但是有的地方超级多跑了就知道了
最黑最黑的时候矿花3千左右
6爱分享，一个半小时
	
二编：
1.修改了下魔法师之家，多绕一圈多点花
2.由于只能两百个标记，所以跑到每个点最好都环顾四周！因为虽然只打了一个标记但是这周围说不定有很多矿或者很多花！需要多转转
3.总共有3个矿洞，图上有强调标记的那个矿洞得跑通才行。海边的那个可以只跑我标记的两个点。还剩个矿洞很小进去即全部。
	
三编：
1.艾普鲁庄园的花加上了。
2.新增了两个矿点，我用追踪自查了下没有遗漏的矿点了。也就是说在我跑完所有矿的情况下也不足四千，很难想象我的脸黑成这样
3.波螺抓了同乘尝试了，但是因为我是急躁性格，没有加速觉得太慢了所以还是换回了奇丽花，只会在有水的地方切一下",云昌走不走,663,608,45,
人类至今没有找到拼豆的上限,"来拼豆之城大赛本来想体验一下拼豆，结果收获最大是在开赛前在现场近距离欣赏了大佬做的拼豆文物！！
以为只会存在书画里的琉璃粉炉就这样水灵灵被拼豆人复刻到生活里来了，居然还是可以光照变色的！渐变色超级梦幻
听老师说大概3万多颗豆子做，不知道这要拼多久...
不是，好像去年拼豆最火的还是毛巾烫的玩法，现在怎么已经进阶这样了...
#拼豆 #民间鉴宝 #意外的知识现场 #北京拼豆大赛 #我染上了拼豆 #拼豆之城#博物馆一件你一件 ",农艺酱,65211,7622,3242,
水果碟×3,"终于集齐了！
#mrsgreenapple #MrsGREENAPPLE #绿苹果夫人#ミセス ",睡眠质量好zzZ,9,0,1,
速刷异色，亲测有效,#洛克王国世界 #洛克创作激励计划 #洛克王国S2狂欢怪谈新赛季 ,呆呆,7485,6328,768,
哈哈哈哈哈哈哈哈,"突然刷到 看了一眼 太好笑了
#把人笑拥了 #招聘 ",小言大王,1214,73,241,
❄️..,"发发！
有没有人发现主包小巧思|･з･)
#偶像梦幻祭 #濑名泉 #特典 #十周年 #拼贴 ",烧灯续昼.,2,0,0,
草台班子最早不是用来骂人的,"“草台班子”原指流动戏班，强调能上台、能唱完、能让人留下来听。余华的“草台班子就是最好的班子”强调实践与行动。灵感来自中国日报网与小红书的联合短片，提醒梦想从一小步开始，关键在于具体行动而非空谈。
#余华 #什么是草台班子 #RED新生代创作盛典 #草台就是最好的班子 ",焦糖核裂变,1215,312,44,
超经意展示完美炫彩中,"太好了是红绿配色，我们芭乐有救了
此物完全冷脸萌来的…原色也可爱得不行
#洛克王国世界 #异色 #通行证异色 ",Sillage,448,6,20,
fiboox有感运动会丨运动度假邀你入局,"在热意逐渐升温的五月☀️
fiboo她练联动@TRG有感运动俱乐部
即将开启一场
鲜活又解压的Sportcation！..
	
⏰5/15-5/17
..杭州·千岛湖华美胜地
一起感受投入运动的纯粹力量..️
发现属于你的Sportcation打开方式✨
现场还有限量惊喜限时掉落..
	
没法到现场？线上也能和我们一起玩！
【参与方式】
搜索话题#纯粹投入自有力量  进入H5页面，
参与互动赚积分，许愿赢限量好礼~
	
#fiboo她练 #fiboo纯净蛋白粉
#纯粹投入自有力量  #投入更有力量的生活
#小红书有感运动会   #Sportcation ",fiboo她练,974,166,28,
心心念念的黑白,是好看的但不会飞的龙[害羞R][害羞R][害羞R] ,方糖,3,0,3,
关于命运：未完成的课题会重复出现,"未完成的课题，会换着剧本反复出现，直到你通关为止。不是命运故意刁难，是它在逼你走出旧的闭环，学会用新的方式解题。别困在原地反复内耗了，用@圆周旅迹 找个新地方透透气吧，走出去的每一步，都是在给旧课题写新答案。
#人间清醒 #自我成长 #和解 #圆周旅迹#生活#五一旅行鉴定报告#命运#文案 #人生的意义 #日常 ",小鼻屎豆豆,4170,638,427,
绒绒素小狗,#小狗统治世界 #洛克王国世界 #绒仙子 #不是我画的 ,困鼠了,4837,305,103,
转正实习被告知没hc,"就在刚刚 实习的公司告诉我最近在裁员 转正的hc也没了 让我抓紧时间找工作 马上五月了 我请问你让我去哪找工作 实在是nb 无言以对
#入职即离职 #实习日记 #离职 #裁员 #实习转正 ",放屁心碎小狗,114,18,140,
同人女已力竭...,#写小说 #文梗#代餐#be #he #排版小动物 #小说 #伤感 #刀 ,水银猫,49773,23406,1916,
谁说2026高考热门专业选不来？,这是一份2026年本科热度专业前20的榜单，反映了当前考生和家长关心度较高的专业方向#2026高考 #高考报志愿选专业 ,文仕教育,136,95,140,
母亲节｜超大的爱送给超棒的妈妈✨,"总觉得妈妈的爱，像玉兰花一样
安静、温柔，又带着坚韧的力量
不张扬，却默默把最好的都留给我们
	
今年母亲节，决定把超大的爱送给超棒的妈妈
挑了OLAY这套母亲节礼盒
比常规礼盒大很多，高级又有质感
完全长在了我的审美点上
	
一套配齐七件正装量
淡纹K老、紧致细腻，熟龄肌用着很安心
滋润不黏腻，日常护肤刚好够用
不仅我爱用，也很适合送给妈妈～
	
以玉兰为信，借一份贴心实用礼物
把平常说不出口的谢意藏在里面
愿妈妈自在从容
如玉兰一般，温柔静好，自在风华..
	
#OLAY母亲节礼盒 #母亲节礼物推荐 #藏在日常里的超大爱 #母亲节礼物 #送妈妈的礼物 #OLAY超红瓶 #OLAY大红瓶水乳 #抗老面霜 #爱妈妈不止一点 ",More.っ,78,44,19,
遇到这样的组，不跑路留着过年吗,"金三银四已过，相信26/27届的朋友们都已经陆续入职秋招或暑期实习的工作。然而，如果你入职的组出现了以下情况，一定要抓住今年的最后机会抓紧跳槽。
	
情况[一R]：赛马
不论是应届生还是暑期实习生，如果你入职后发现同组内有其他人被安排了和你工作重合度很高的工作，或者朝着同一个目标迭代不同的方法，那么恭喜你被赛马了。这种情况下不论是转正还是晋升的机会都被大大降低，因为这个组玩的是零和游戏，而不是合作共赢。
	
情况[二R]：小ld不被大ld重视
如果亲自带你的小ld在组内不被大ld重视，尤其是同级有其他小ld更受重视的情况下，你作为叶子结点翻身的几率会更小。在日后的竞争中很难靠自己被大ld认可。
	
情况[三R]：组内风气不正
校招决定了一个人职业生涯的基本盘，一定要注意观察这个组流行的价值观，是扎实迭代、注重创新，还是雕花为主、应付公事。在一个风气不正的组待久了很容易忘记初心，逐渐丧尸自己的职业竞争力。
	
情况[四R]：夕阳业务
如果入职后发现自己的业务在整个公司甚至行业中属于相对落后的位置，还在使用几年前的方法炒冷饭，且该领域在市场上的hc越来越少，那么一定要抓紧跑。
	
最后，关于跳槽，只要你还没有开始交社保，不论是暑期实习还是校招实习，都可以无痛跳槽，并不会对你的简历有任何影响。校招生不要只看眼前的收入，更重要的是为自己以后的职业发展铺路。
	
我是小渡学姐，持续分享算法求职干货。#春招 #求职季 #互联网校招 #大厂实习 #互联网避雷 #暑期实习 #校招生 #算法实习 ",小渡学姐,316,130,86,
小红花家长会来啦✨宝藏AI学习好物集合,"最近发现一件好玩的事
以前给娃挑学习工具是练习册、点读笔、单词卡..
现在家长们聊的完全不一样了
AI学习机、智能口算批改、会对话的英语陪练……
小姐姐的好奇心直接被拉满..
试了一圈发现：这些AI搭子，还真有点东西...
·
『小红花家长会｜小红花AI学习好搭子』
..线上参与：发笔记赢流量，分享你的AI学习好物
..带话题 #小红花家长会 #小红花AI学习好搭子 #618AI学习好物清单
发布笔记分享你的 AI 学习好物，以及孩子学习成长对AI工具的真实体验，就有机会瓜分流量激励
..活动时间：2026年5月20日——2026年6月18日
·
..线下体验：来线下，带娃现场感受AI好物
小红花家长会将邀请广受关注的AI学习工具们发起一场「AI学习体验展」
和上百位亲子博主一起，带娃打卡体验各种新奇的学习工具
..地点：杭州龙湖西溪天街
..活动时间：2026年5月30日11:00-20:00
·
..5月31日，小红花家长会将发布「小红花AI学习好搭子」——AI学习好物清单
为家长们从众多单品中选出好用、好评的推荐单品！
届时，搜索「小红花家长会」进入活动H5，即可了解AI学习好物，618放心买✨
·
好的AI学习工具
能让孩子多一个随时可以请教的伙伴.
也让家长们在陪伴成长的路上，多一份从容
这个618，和小红花家长会一起
为孩子挑一个好用的AI学习搭子，也为自己省下一份心..
·
Follow@蜜桃小姐姐 ，今天又是一起变优秀的一天❣️记得对自己好一点～
#小红花家长会 #小红花AI学习好搭子 #618AI学习好物清单 ",蜜桃小姐姐,258,104,3,
,实习了2个月，90%代码是Codex写的，做的是 Agent 开发，真正帮我完成 Agent 开发的也是 Agent，用Agent开发Agent，闭环了。。。一个月token干了500刀（同事1000多刀，我还是比较少的），这么干下去，秋招怎么办，算法题都不会刷了,小Yu,997,381,291,
,我说了不需要你尔多隆吗#魔法少女小圆 #鹿目圆 ,AD钙,17298,717,215,
所有人把棱镜球给异色咕咕帽,"谁能拒绝一顶流光溢彩的星空蓝帽子
完美适配雪灵服#洛克王国世界 #咕咕帽  #雪灵印象#洛克王国S2狂欢怪谈新赛季
ps：戴上帽子视同抱着精灵，没有办法做动作，可恶，能不能通融一下[皱眉R] ",amane,2090,126,307,
看网文现在大概都能叫爱读书,"以前，读《百年孤独》只会被人说太从众，要被认为是爱看书需要读《卡拉马佐夫兄弟》、《追忆似水年华》这种。
	
现在我感觉我打开某些不需要动脑，光是爽读的app都是爱读书的表现[害羞R]
#读书 #网络小说 #社会进步 #标准 #名著 ",雨读,6555,311,753,
..小满｜家里的风，藏着生活的诗意,"..谷雨刚过，小满已至✨..
	
#美的全面风空调
..广域送风无死角，让惬意自由流淌
清风徐来，万物盈满，即是圆满
	
#美的无风感空调·可爱多
..不直吹、不惊扰，只把清凉悄悄铺满角落
无风胜有风，心安处，即是清凉境
	
#美的鲜净感空气机T6
✨1:1还原健康好空气，仿佛置身山野林间
气清怡人，心怀理想之光，把希望斟满前方
	
..许下你的..小满心愿✨
揪3️⃣位“小满锦鲤”送「QQ表情包大礼包*1」
#美的空调 #美的空调618狂欢 #家的新享法 #升级我家小角落 #好物都在买 #小满 #618选购指南 ",美的空调,278,109,124,
你会为我留下青涩的泪吗,"一个很喜欢的脑洞
泪是没有颜色的血
不出意外是高考前最后一次更新了
等我好消息吧
#新世纪福音战士 #明日香梦女 #泪水将我淹没 #eva自设 #不要忘记我 ",mini酱香饼,13829,860,131,
,喜欢,曼布,0,0,0,
舍得自在.. 我的自在时刻· UGC征集开启！,"记录你生活中的每个自在时刻～
自在发起话题征集活动
选取15位送上500ml正装舍得自在1瓶
	
❓参与方式：
1️⃣发布我的自在时刻相关笔记
2️⃣带话题#今天喝个自在，并@舍得自在微醺club
3️⃣发布时间：4.17-5.7
	
划重点....
最终中奖人选将从#今天喝个自在 话题页面内筛选～
大家可以检查下自己的笔记是否符合要求
..详情可查看海报
轻商务时代，喝舍得自在~
#今天喝个自在 #舍得自在 ",舍得自在微醺club,1078,370,364,
当你在高三晚自习前举起ccd相机,"早知道高中生活这么短暂就多拍一点照片了，
p1当之无愧的首图..青春记忆里最最特别的一场粉紫色彩霞。那一天是二五年六月四号，距离高考还有三天，是我们在高三十七班教室里待着的最后一天，教室即将被清空作为高考考场，在搬走之前，我们身边一般只留下最重要的复习资料，而我想着“还是把相机带在身边吧，高三就剩下最后几天了，拍点什么留作回忆纪念。”高三的晚自习开始的很早，教室里只有纸张翻页和笔尖游走的声音，细碎的，沉默的。
不知道谁先抬头窥见了门缝里夹缝求生的晚霞，纸张翻动的声音淡了，黑笔被搁置一旁，有人想冲出去拿相机记录，可老师就站在门外……然后班主任走了进来:“大家快出来看，今天的晚霞特别好看!”于是我们惊喜地涌出门外，讨论着这一场无比震撼的盛大的晚霞。
“也许我们再也没机会像这样一起看晚霞了”
“还有机会，明天、后天，一直到高考结束之前。”
“我们一定要再一起看一次。”
“每错，我们一定得看。”
“希望我们能就此说定了。”
可是说定了可一点也靠不住。
那一次，确实是最后一次了。
#2026高考季  #我的高三记忆  #高考应援团 #高考完就去看世界  #交换高三晚霞#越野滑雪  #高三 #高考@校园薯 #日落爱好者 #宝安中学 ",visionary,66,6,6,
异色精灵性格表情大赏、全图鉴异色精灵,#洛克王国世界 #洛克创作激励计划 #洛克王国S2狂欢怪谈新赛季 #洛克王国世界 #洛克王国特种兵 ,洛克王国薯条,5036,1392,443,
,让大家听到你的声音,momo,0,0,0,
雷军的编程水平怎么样？,"有没有程序员说说雷军在编程的方面上水平到底怎么样？
#大厂 #小米#编程#程序员#热门#讨论 #雷军 ",科技峰汇,179,37,267,
携淄博海岱楼钟书阁众状元㊗️大家考试顺利！,"海岱楼钟书阁的状元节启幕也太好玩了吧！！
从钟书阁前的广场就开始“穿越”——状元祈福仪式感满满、状元出巡队伍路过身边，感觉自己就是那个进京赶考的天选之子..
	
而且！这！不！是！一天就没了！
5月23日 - 6月28日每天都有 「海岱好市·状元之路」，可以跟NPC玩互动游戏，赚银票换..
	
最近中考高考期末考一堆…
祝看到的姐妹全都上岸！！..
#2026高考季 #淄博探店 #淄博打卡 #淄博拍照 #淄博旅游 #海岱楼 #高考加油 #学业有成前程似锦 #金榜题名前程似锦未来可期 #金榜题名 ",一头猪肉馅,38,26,5,
宝宝你们是不是穿错围脖了,"原色小夜是萌新时候随手炫出来的，没想到还能和现在呼应上
二编：给朋友送了只奶牛猫她炫出来黑白了，望周知
#洛克王国世界 ",小独角兽重度依赖,2703,62,76,
毕业后，在出租屋躺了大半年,"诞生二十多年，我第一次发现，我似乎从来没有好好想过，自己到底想过什么样的生活。
过去，我以世俗的幸福定义我的幸福，以世俗的标准作为我判断自我的标准。
于是，小时候做听父母长辈话的乖乖女，学生时代做班里认真读书的学生，工作的时候做卖力干活的员工。
我有着不错的学历，一箱子的技能证书，也曾经付出过许多努力得到一份看起来不错的工作。
.
我以为自己应该很幸福，可是某一天才突然发现，我其实一点都不快乐。
读着父母强迫我读的专业，压抑着自己的内心，为了满足他人的期待在这个专业拼命学习，拿下奖学金、各种奖状，终于在找到工作发现自己忍不了干这行一辈子（而且早上八点干到晚上九点），破防了。
.
我问自己：你想要这样度过一生吗？
我答：不想，甚至想想要这样度过一辈子，就感到很恐慌。
我问自己：那你为什么不去改变呢？抛去外界的眼光，抛去世俗的定义，你到底想度过怎样的一生？
.
于是终于有一天，我辞掉了工作，逃进了出租屋里。
我还有积蓄可以养活自己，我想给自己放个假，好好思考这个问题。
#回到出租屋 #即将毕业的压力 #毕业后的人生旷野 #毕业两年的状态 ",今日Kyou,1604,525,440,
黑客松获奖产品升级，京东 AI 硬件大赛来啦,"上一次黑客松，他们用 48 小时把创意变成了惊艳的原型
“脑控轮椅”、“ 即刻放p垫”、“好运日历机”、“吹了么”等获奖产品都给打开了新世界的大门
经过一段时间的持续迭代，他们将再度出征参与京东 AI 硬件大赛「Aidol创造营」！
	
如果你的 AI 硬件已经完成了从 0 到 1 的进化
如果你想让自己的作品从实验室的代码，变成真正走向市场的商品……
那么，欢迎来到这场专为 AI 硬件打造的加速器！
	
.. 赛事权益与直通指南：
本次大赛为定向邀请制，联合京东 3C 数码为优秀项目提供全链路支持：
.. 顶配流量：小红书官方话题 + 京东百万级直播 + 专业达人测评，全域千万级曝光
.. 商业变现：自有品牌京东自营认证与超级供应链赋能，覆盖量产与物流
.. 直通资本：顶级投资机构对接 + 京东高层闭门峰会，更有 WAIC 等全球展位支持
.. 出海通道：京东海外 JoyBuy 团队一站式支持，直接对接全球消费电子零售渠道
	
.. 参赛与围观方式：
带话题#Aidol创造营 发布笔记 @京东数码大玩家  ，介绍你的创意 AI 产品及玩法
也欢迎大家在评论区围观并参与话题讨论，聊聊你最期待看到什么样的 AI 神仙硬件？
也可锁定制胜时刻，关注 .. 5 月 25 日 的 AI 开发者大会线下直播～（链接直达）
搜索..【Aidol创造营】了解更多信息，让我们一起见证下一个改变世界的 AI 硬件诞生！
	
#Aidol创造营 #AI硬件大赛101 #黑客松 #京东3C #AI智能硬件 #科技向未来 ",科技薯,455,105,10,
..海島遊記,"又丢了三个炫彩
可惜色系都和蓝色挂钩
难过中
#洛克王国世界
#洛克王国 ",if..,9,0,1,
,有话要说，快来评论,三疯,5,0,8,
超燃集结！AI硬件大赛Aidol创造营开战⚡,"代码写完了，然后呢？..
想把你的AI硬件创意变成真·货架上的产品？
京东3C数码 × 小红书黑客松帮你圆梦！
·
⚡ 「Aidol创造营」AI硬件大赛 正式官宣！
从概念到商品，从代码到量产
京东化身创客圆梦官，赋能每一份硬件创新
让科技梦想落地发光✨
·
.. 5月25日17:00 全网多平台直播..
行业大咖+科技天才+明星创客齐聚
解锁新锐AI硬件作品，分享创作初心
新奇AI产品纷纷露面，开足你的脑洞
..点击活动组件即可预约直播
·
.. 参与方式｜双倍机会等你来
【玩法一】瓜分百万流量
带话题 #Aidol创造营 发布笔记
并 @京东数码大玩家
分享你心中最Pick的AI产品..
笔记阅读量 >100 即可参与百万流量激励瓜分！
.. 活动时间：5月20日 - 6月12日
【玩法二】H5做任务赢实物好礼
站内搜索.. #Aidol创造营 进入话题页
点击头图即可跳转H5落地页
完成每日任务攒积分，直接兑换实物奖品..
（奖品以H5内公示为准）
.. 任务时间：5月20日 - 6月10日
·
.. 为什么参加？
出道产品有机会获得京东官方资源扶持
从创意到落地，你的硬件梦想被看见
优质作品额外解锁官方曝光，一战出圈
·
『京东3C数码 × 小红书黑客松｜Aidol创造营』
站内搜索.. #Aidol创造营 进入话题页
立即投稿，下一个科技新星就是你⚡
·
和 @京东数码大玩家 一起
从代码到商品，让AI硬件创意破局新生！
·
Follow爱钻研的@Geek小哥哥 ，带你玩转科技数码潮流生活..
#Aidol创造营 #京东618又好又便宜 #618值得买攻略 ",Geek小哥哥,307,155,6,
蹲个88VIP权益卡买家,"1、网易云48
2、芒果/优酷48
3、淘票票 10
4、饿了吗10
5、希尔顿会员5
6、万豪尊贵金卡5
7、飞猪省钱卡5
注意：提供手机号前一定要确认好，充值成功后因买家提供错误手机号导致无法收到的情况概不退款，充值成功后不退。",一碗白米范..,0,0,2,
嵌入式还是游戏开发,双非研一，学过cpp和linux的一点基础，之前学过agent发现找实习找不到，也搞过ai但是学历不够并且组内方向也不对口，我现在有三个方向：1.学后端接着找agent实习 2.走游戏开发（师兄都是去游戏的） 3.转linux。#嵌入式 #嵌入式开发 #计算机专业 #游戏开发 什么看法吗？,我爱吃嵌糕,2,3,33,
亚马逊新品怎么推都推不起来？我发现了几个,"说真的，上个月我有个新品，上架快两个月了，就是推不动……
	
广告开了，预算也不算低，每天也有点击，但排名上不去，真的是迷了，不知道怎么办才好
后来我实在受不了了，花了一个下午认真扒了一下数据，发现了几个突破口..
	
..突破口一：亚马逊listing本身
1，标题公式：核心关键词 + 卖点属性 + 适用场景/人群 + 重要参数，标题前80个字符只写一个核心词加一个属性词，后面全写人话，不要疯狂堆砌关键词
	
2，第二张图必须用使用前后对比，或者你的产品跟最差情况摆在一起拍
	
3，视频拿手机拍15秒，一只手操作，不加音乐，只展示真实使用过程
	
4，QA自己用买家号去问，专门问那些你买之前会犹豫的问题，凑6到8个，卖家号带图回复
	
..突破口二：优惠券和价格
别设10%的券，直接干到30%，同时原价涨两三美金，让买家到手价不变。30%的绿标在搜索结果里特别粗，顾客觉得捡漏，点击率能翻倍
	
挂12天左右，每两天降2个点的优惠券，原价先不动，等自然排名稳住之后再把优惠券慢慢撤掉或调低，千万不能直接撤[笑哭R]
	
..突破口三：评论和评分
1，货到FBA就注册Vine，送30个，没有那几个基础评论，亚马逊广告转化率根本起不来。我那次送了30个，来了十几个评论，平均4.3分，广告转化从3%蹦到了8%
	
2，每个亚马逊订单送达第五或第六天，手动点后台请求评论按钮，每天点20到30个
	
3，评分掉到4分以下，先看差评到底在说什么问题，能改货就改货，同时在listing里补一句针对这个问题的说明
	
4，差评大多删不掉，靠后面的好评把它压下去，不死磕
	
..突破口四：广告
	
1. 查流量
我先用Sif的反查流量词功能，看日流量趋势柱状图，图中绿色是自然流量，黄色是广告流量。这一看我直接愣住了：我的亚马逊流量连续一周没涨过，几乎全靠广告
	
但广告那边也不对劲，从右边的自动归因能看出来，SP广告流量最近三天一直在往下掉，像cutting board、cutting board set这类核心词的流量也在下滑，SP广告位更是掉得没位置了，而我之前根本没察觉，还在傻傻加预算..
	
所以问题一下就暴露了：我一直在盲目加预算，但自然权重没起来，广告又在偷偷往下滑，两头都不稳，怎么可能推得动
	
2. 查关键词
我继续用Sif的多产品对比功能，把自己和三个排名比我好的竞品放在一起，直接看流量词对比
	
[见图片]
	
好奇大家遇到这种推新品推不起来的情况，都是怎么处理的？评论区交流下～
	
#亚马逊推新品 #亚马逊新品 #亚马逊运营助理 #亚马逊干货 ",浮空在片刻之前,356,380,4,
上海就业环境都这样了吗？,"#就业大环境 #当代大学生就业现状 #大学生毕业找工作 #就业   #兼职日结  #记录今日 #35岁危机 #活着的意义 #当代职场环境 #兼职
四千多可能招不到一个小工，但是可以招一个不用交社保，英语口语还不错的IT工程师~辛辛苦苦上学四年，不如初中毕业直接去端盘子[笑哭R]这社会是怎么啦？上海兼职群看到这条招聘信息，真的忍不住吐槽一番~",妍妍妈咪,135,55,184,
读研一年的收与支,"心血来潮开始算，都是四舍五入算的没有很严谨
发现实际上差不多
谁懂这种莫名其妙的心安感
#读研开支 ",红莓黑加仑茶,4924,1281,171,
【古琴免费送】琴友快来试试自己今年气运吧！,"..奖品介绍:    如图2–4生漆琴，图3-7腰果漆琴
❤️共6张古琴，3张纯生漆琴，3张腰果漆琴
❤️纯生漆琴价值4K-6K之间，腰果漆琴价值2K左右，总价值2万左右呦！
❤️古琴等级皆为入门款，样式随机发放，不可挑选
	
⏰活动时间:2026-05-22至2026-06-21
开奖时间:2026-06-20晚8点-12点抽出3名幸运琴友，奖品为【3张腰果漆琴】
2026-06-21晚8点-12点抽出3名幸运琴友，奖品为【3张纯生漆琴】
	
..抽奖方式:小红书直播间官方抽奖工具，保证公平公正。
⚠️中奖者需在7天内填写信息，逾期将视为自动放弃。
	
..参与条件:
1️⃣此条笔记 ：关注➕点赞➕评论➕收藏。
2️⃣进入任老师直播间加入粉丝团，并将粉丝灯牌升级到2级。
3️⃣中奖的琴友需在收到奖品后发一条笔记来证明咱们活动的真实性。
	
❗️❗️❗️重要备注: ✨请耐心看完 ✨
1️⃣生漆琴作为本次乃至以后所有活动最高奖品，每个账号或个人一旦抽中，此次包括往后所有的活动都不可再次获得腰果漆琴或者生漆琴奖品。
2️⃣中奖的琴友收到琴以后，后面如有购琴需求可将奖品当作抵用券。
3️⃣中奖的琴友可选择放弃古琴奖励，可将实物奖励兑换成购琴抵用券。(中奖时先不着急填写信息，考虑好了私信任老师，一旦填写信息默认接受实物奖品。)
4️⃣抽中腰果漆琴的往后如有生漆琴作为奖品的活动亦可参加，直到抽中生漆琴为止，之前腰果漆琴需退回。（奖品为升级制，并非叠加制）
5️⃣奖品兑换购琴抵用券规则:纯生漆琴-2500抵用券，腰果漆琴-800抵用券，抵用券终身有效!抵用券锁定小红书唯一账号。
	
..本次活动解释权归任老师所有，有不理解的地方可私信，或者来直播间咨询。#古琴#免费送古琴 #学习古琴 #免费了解古琴 #古琴知识分享 #古琴选择 #购买古琴推荐 ",若古琴坊,340,293,301,
简单的雏菊，但是被美到了！..,"假期慢生活，闲下来亲手折一朵小雏菊
#春日手工 #创意手工 #教程 #diy #小雏菊 #盛开的花朵 #我的手工日常 #折纸 #宅家日常 #折纸玩出花样 ",..脾气娃DIY..,165,146,4,
,好样的！！！月牙雪熊！！！..#洛克王国世界 #异色蛋 ,momomo,0,0,1,
公益明信片| 与翡一起点亮善意之光,"希望善意的光，永远都不会熄灭。
“姐姐，我们带它回去与风来、云开作伴，好不好，好不好？”
	
用爱终止流浪，以温柔善待生灵。
仙路漫漫x拾光计划CATCHLIGHT公益计划即将开启！
	
具体活动内容和规则详见宣图~
	
@易次元  授权
@蝉衣工作室 原著
@拾光计划CATCHLIGHT  出品
	
感谢@易次元  @蝉衣工作室 @首都爱护动物协会   对本次活动的支持
#拾光计划CATCHLIGHT #仙路漫漫 #翡 @拾光计划CATCHLIGHT #公益 #明信片  #传递爱与温暖 ",淅,2,1,0,
热爱透明天空党拍摄中……,"美味小鱼，美丽但馋
	
其实也很适合放小鸟图片去拍，像素小鸟和超真实比起电脑上的小鸟显得特别大的小鸟
#观鸟笔记#今天你玩观鸟笔记了吗 ",折纸家伙,5,0,2,
